"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","buyBoxPercentage","priorBuyBoxPercentage","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam International Wall Calendar 2027 | Charming Images","B0GYNTYRKM","B0GYNTYRKM","Finocam","Kalendarze biurkowe","22903000","2","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam International Desktop Calendar 2027 | Venice Images","B0GYNV8ZQM","B0GYNV8ZQM","Finocam","Kalendarze biurkowe","22903000","1","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Alma Spiral Planner 2027 | Daily Diary | Rose","B0GYNVBQ13","B0GYNVBQ13","Finocam","Kalendarze biurkowe","22903000","2","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam International Wall Calendar 2027 | Traveling Images","B0GYNVJN8F","B0GYNVJN8F","Finocam","Kalendarze biurkowe","22903000","3","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Porto Design Planner 2027 | Daily Diary | Camila","B0GYNVVN2S","B0GYNVVN2S","Finocam","Kalendarze biurkowe","22903000","4","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam International Wall Calendar 2027 | Venice Images","B0GYNW2R9M","B0GYNW2R9M","Finocam","Kalendarze biurkowe","22903000","2","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Capri Planner 2027 | Daily Diary | Black","B0GYNW3GFK","B0GYNW3GFK","Finocam","Kalendarze biurkowe","22903000","3","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Berlin Planner 2027 | Weekly Diary | Leaves","B0GYNW59MH","B0GYNW59MH","Finocam","Kalendarze biurkowe","22903000","2","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Berlin Planner 2027 | Weekly Diary | Wheat","B0GYNWQ6MP","B0GYNWQ6MP","Finocam","Kalendarze biurkowe","22903000","3","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Capri Planner 2027 | Weekly Diary | Black","B0GYNWRFXH","B0GYNWRFXH","Finocam","Kalendarze biurkowe","22903000","7","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
